1024OptimalCreate	1024OptimalRead	1024WorstCreate	1024WorstRead	2048OptimalCreate	2048OptimalRead	2048WorstCreate	2048WorstRead	4096OptimalCreate	4096OptimalRead	4096WorstCreate	4096WorstRead	8192OptimalCreate	8192OptimalRead	8192WorstCreate	8192WorstRead	16384OptimalCreate	16384OptimalRead	16384WorstCreate	16384WorstRead
0.000169741	0.000216991	0.008517106	0.0101009	0.000269142	0.000293643	0.03453185	0.041737761	0.000722799	0.00061385	0.157485559	0.190860827	0.001188727	0.001573956	0.562484032	0.691360405	0.002954292	0.002459096	2.367838568	2.887844155
0.000163125	0.000219854	0.008330738	0.010052221	0.000302736	0.000284504	0.03585254	0.042271289	0.000600914	0.000734966	0.163096398	0.18782517	0.001176487	0.001249509	0.579552394	0.692470635	0.002855925	0.002619881	2.367203461	2.890981559
0.000162518	0.000181808	0.008526523	0.010069244	0.00030892	0.000306639	0.040808149	0.044592896	0.000538944	0.000640478	0.158305715	0.189785603	0.001160431	0.001247187	0.562305695	0.691771698	0.002836258	0.00255307	2.364200225	2.885791536
0.000173634	0.000182403	0.008343545	0.010475953	0.000339606	0.000368369	0.0409889	0.044687891	0.000540254	0.000625464	0.163989226	0.189664117	0.00118445	0.001420334	0.580988189	0.691235456	0.00285142	0.002970265	2.83676959	2.888214135
0.00016906	0.000185498	0.008589426	0.01012491	0.000326048	0.000363386	0.040784261	0.04274858	0.000570127	0.000617517	0.15879695	0.186569017	0.001180719	0.001282564	0.562942918	0.690419397	0.003147334	0.002638691	2.401558732	2.89424475
0.000169652	0.000180716	0.008440037	0.010171631	0.000318764	0.000385386	0.035598915	0.041821671	0.00053059	0.000610193	0.159420126	0.1887167	0.001186895	0.001217103	0.580229348	0.693443732	0.002867219	0.002535795	2.371114606	2.893511894
0.000172424	0.000181083	0.008195064	0.010062561	0.000399703	0.000382015	0.033642944	0.041508345	0.000502981	0.000610681	0.151580965	0.185781165	0.001250625	0.001353328	0.550124401	0.686033189	0.002909926	0.002493644	2.362562712	3.007525698
0.000183307	0.000184074	0.00824229	0.010041704	0.000390184	0.000369698	0.035607348	0.041945628	0.000529296	0.000766892	0.160962496	0.189969738	0.001196299	0.001241134	0.587868862	0.695472597	0.003101449	0.002569382	2.368133753	2.887559939
0.000163183	0.00018312	0.008163124	0.009986151	0.000322608	0.0003956	0.034416399	0.041588019	0.000528419	0.000604174	0.154228475	0.191087833	0.00118795	0.001281727	0.561480031	0.68947798	0.002840933	0.002563087	2.359020859	2.893867143
0.000172682	0.000181745	0.008169465	0.010052228	0.000342576	0.000412454	0.035790723	0.041914072	0.000543893	0.000602316	0.165067138	0.188774266	0.001155901	0.001254074	0.587707377	0.694532035	0.002870383	0.002595847	2.361505849	2.883573302
0.00017101	0.000182548	0.00903447	0.010138834	0.000320066	0.000385609	0.034452433	0.041829273	0.000541754	0.000725159	0.154793236	0.187277921	0.001165435	0.001250644	0.562631204	0.690296896	0.002826068	0.002542317	2.446006297	2.905493996
0.000171702	0.000182356	0.008313889	0.010171054	0.000327582	0.000425582	0.035477476	0.041826585	0.000540383	0.000613796	0.160802177	0.186788369	0.001144765	0.001376228	0.5823185	0.693557299	0.002879352	0.00256443	2.384653054	2.891150752
0.000166067	0.000185962	0.008611265	0.010151798	0.000320974	0.000427097	0.034705832	0.041690544	0.000529196	0.000582097	0.155344375	0.193184688	0.001464053	0.001229297	0.562724512	0.69081405	0.002874756	0.002598855	2.372675263	2.901560685
0.000159759	0.000181964	0.008349319	0.010175492	0.000331415	0.000424436	0.035570501	0.041770185	0.000581641	0.000605455	0.159613343	0.186969764	0.001431022	0.001280021	0.583624285	0.693866232	0.002876974	0.002593052	2.383059561	2.901868338
0.000171313	0.000182977	0.008556156	0.010175953	0.000325162	0.000427251	0.034719832	0.041642177	0.00053991	0.000582938	0.154349153	0.195898415	0.001359248	0.001261987	0.564048285	0.690125167	0.002869348	0.002622643	2.402797871	2.889471663
0.000183472	0.000185544	0.008380675	0.010196313	0.000324338	0.000386565	0.035500295	0.041740988	0.00054002	0.000604937	0.159145577	0.189629382	0.001394165	0.001248386	0.582165617	0.692183662	0.002880208	0.002561198	2.359691866	2.898859534
0.000163901	0.000181435	0.008843975	0.010180027	0.000334762	0.00038337	0.034631553	0.041642539	0.000543367	0.000624959	0.156614535	0.187052846	0.001180843	0.001520938	0.563389881	0.690573266	0.002881116	0.00258364	2.390937805	2.906546247
0.000159454	0.000182637	0.008400205	0.01019769	0.000324342	0.000382151	0.036098989	0.041474081	0.00059447	0.000689423	0.162079413	0.191253376	0.001185513	0.001509191	0.583438561	0.69443339	0.002875238	0.00264966	2.383989777	2.890102738
0.000175599	0.000182318	0.008555915	0.010188946	0.00032263	0.000353835	0.034843724	0.041641223	0.000625941	0.000704528	0.157070264	0.190308297	0.00116963	0.001263737	0.563262838	0.689521658	0.002870615	0.002417866	2.37777124	2.921736385
0.000164371	0.000181114	0.008424734	0.010189441	0.000337895	0.000369298	0.035797136	0.04303996	0.000605818	0.000774054	0.157891202	0.188560656	0.001163652	0.001269882	0.583671707	0.692315947	0.002832183	0.002433425	2.378311422	2.893840843
0.000168033	0.000186525	0.008598254	0.010186279	0.000342056	0.00042613	0.035717562	0.041841123	0.000589902	0.000642298	0.155538492	0.192405037	0.0011885	0.001163057	0.564253325	0.690485003	0.003260163	0.002529371	2.376075359	2.946408637
0.000157376	0.000181533	0.008491077	0.010158919	0.00037929	0.000410358	0.035657353	0.041754774	0.000553633	0.000637096	0.165598428	0.18811807	0.001191331	0.001253926	0.582291446	0.692439808	0.002917274	0.00277859	2.372623401	2.892897343
0.000156366	0.000179681	0.008616894	0.010110515	0.000324146	0.000361354	0.03478523	0.041749603	0.000546366	0.000630766	0.155337782	0.18952825	0.001171703	0.001278501	0.563962445	0.690114092	0.002969926	0.002499915	2.376054597	2.890001338
